Date,Close,Change,Pct_Change,Volume,Org_Volume,Foreign_Volume,Foreign_Count,Foreign_Pct
2019-06-09,162500,2000,1.25,236212,-6698,17422,34824431,37.66
2019-06-08,162500,2000,1.25,236212,-6698,17422,34824431,37.66
2019-06-07,160500,1000,-0.62,150248,-19998,-21748,34807009,37.64
2019-06-06,160500,1000,-0.62,150248,-19998,-21748,34807009,37.64
2019-06-05,161500,1500,-0.92,247367,1077,-89508,34830757,37.67
2019-06-04,163000,1000,-0.61,199607,33455,-47790,34954287,37.80
2019-06-03,164000,1000,-0.61,271675,-64663,30688,34922445,37.77
2019-06-02,164000,1000,-0.61,271675,-64663,30688,34922445,37.77
2019-06-01,164000,1000,-0.61,271675,-64663,30688,34922445,37.77
2019-05-31,165000,0,0.00,247974,76279,-70710,34884989,37.73
2019-05-30,165000,2500,1.54,291144,79466,-81867,34879831,37.72
2019-05-29,162500,1500,0.93,445189,117053,-85536,35282201,38.16
2019-05-28,161000,3500,-2.13,1651935,197543,-279391,35055806,37.91
2019-05-27,164500,500,-0.30,219768,-8229,-4244,35335197,38.21
2019-05-26,164500,500,-0.30,219768,-8229,-4244,35335197,38.21
2019-05-25,164500,500,-0.30,219768,-8229,-4244,35335197,38.21
2019-05-24,165000,4500,-2.65,275408,-40361,-22444,35308741,38.19
2019-05-23,169500,2000,1.19,169578,10600,-10063,35331185,38.21
2019-05-22,167500,1000,-0.59,179583,5726,-18181,35292148,38.17
2019-05-21,168500,3500,2.12,186654,11292,15727,35285729,38.16
2019-05-20,165000,3000,-1.79,162934,-16399,-26112,35265102,38.14
2019-05-19,165000,3000,-1.79,162934,-16399,-26112,35265102,38.14
2019-05-18,165000,3000,-1.79,162934,-16399,-26112,35265102,38.14
2019-05-17,168000,0,0.00,141098,8905,-24676,35288914,38.16
2019-05-16,168000,2000,-1.18,214280,4452,-41663,35313390,38.19
2019-05-15,170000,4000,2.41,263709,24050,-14702,35353353,38.23
2019-05-14,166000,1500,-0.90,231350,27420,-65596,35368055,38.25
2019-05-13,167500,3000,-1.76,146511,5116,-31941,35426401,38.31
2019-05-12,167500,3000,-1.76,146511,5116,-31941,35426401,38.31
2019-05-11,167500,3000,-1.76,146511,5116,-31941,35426401,38.31
2019-05-10,170500,1500,0.89,183947,6332,-34092,35461616,38.35
2019-05-09,169000,7000,-3.98,296691,-69999,-14454,35494906,38.39
2019-05-08,176000,1000,-0.56,165250,-8408,-43062,35509060,38.40
2019-05-07,177000,3000,-1.67,194578,-33744,-48066,35568495,38.47
2019-05-06,177000,3000,-1.67,194578,-33744,-48066,35568495,38.47
2019-05-05,177000,3000,-1.67,194578,-33744,-48066,35568495,38.47
2019-05-04,177000,3000,-1.67,194578,-33744,-48066,35568495,38.47
2019-05-03,180000,3000,-1.64,174007,-61753,-29846,35616561,38.52
2019-05-02,183000,500,0.27,160486,-3724,13544,35629190,38.53
2019-05-01,183000,500,0.27,160486,-3724,13544,35629190,38.53
2019-04-30,182500,4500,-2.41,329528,-134012,37875,35615646,38.52
2019-04-29,187000,500,0.27,160129,-27230,4242,35572201,38.47
2019-04-28,187000,500,0.27,160129,-27230,4242,35572201,38.47
2019-04-27,187000,500,0.27,160129,-27230,4242,35572201,38.47
2019-04-26,186500,2000,-1.06,198907,-69295,40991,35581741,38.48
2019-04-25,188500,5000,-2.58,236421,-69605,42247,35550124,38.45
2019-04-24,193500,0,0.00,277374,-28789,51190,35506077,38.40
2019-04-23,193500,3500,1.84,231196,-55669,91086,35449922,38.34
2019-04-22,190000,1000,-0.52,134677,-37024,13180,35346469,38.23
2019-04-21,190000,1000,-0.52,134677,-37024,13180,35346469,38.23
2019-04-20,190000,1000,-0.52,134677,-37024,13180,35346469,38.23
2019-04-19,191000,500,0.26,239782,4775,118,35333369,38.21
2019-04-18,190500,1500,-0.78,200775,-4866,-1085,35332551,38.21
2019-04-17,192000,0,0.00,203656,-843,1679,35326783,38.21
2019-04-16,192000,1500,-0.78,271920,10049,-15856,35303904,38.18
2019-04-15,193500,8500,4.59,487399,165448,49036,35316752,38.19
2019-04-14,193500,8500,4.59,487399,165448,49036,35316752,38.19
2019-04-13,193500,8500,4.59,487399,165448,49036,35316752,38.19
2019-04-12,185000,500,-0.27,160121,-7630,1560,35265648,38.14
2019-04-11,185500,1500,0.82,230381,21878,15386,35264088,38.14
2019-04-10,184000,1500,-0.81,188606,-35402,-5702,35246164,38.12
2019-04-09,185500,0,0.00,138952,-7492,8145,35249798,38.12
2019-04-08,185500,500,0.27,157031,-27201,10297,35234091,38.11
2019-04-07,185500,500,0.27,157031,-27201,10297,35234091,38.11
2019-04-06,185500,500,0.27,157031,-27201,10297,35234091,38.11
2019-04-05,185000,1500,0.82,127344,26891,3565,35213286,38.08
2019-04-04,183500,500,-0.27,181600,-41541,34728,35195521,38.06
2019-04-03,184000,1500,0.82,209752,-37584,1046,35153835,38.02
2019-04-02,182500,1000,0.55,128630,5879,-2519,35144236,38.01
2019-04-01,181500,2000,1.11,165090,-2001,11520,35138675,38.00
2019-03-31,181500,2000,1.11,165090,-2001,11520,35138675,38.00
2019-03-30,181500,2000,1.11,165090,-2001,11520,35138675,38.00
2019-03-29,179500,7000,-3.75,583474,-144837,-48133,35127155,37.99
2019-03-28,186500,1500,-0.80,189179,-53025,17752,35175288,38.04
2019-03-27,188000,500,0.27,150793,-717,-12856,35141564,38.01
2019-03-26,187500,3500,-1.83,224850,-29168,-24320,35149306,38.01
2019-03-25,191000,4500,-2.30,170384,-27854,-5950,35168546,38.03
2019-03-24,191000,4500,-2.30,170384,-27854,-5950,35168546,38.03
2019-03-23,191000,4500,-2.30,170384,-27854,-5950,35168546,38.03
2019-03-22,195500,500,0.26,145715,-12399,20358,35165434,38.03
2019-03-21,195000,500,-0.26,205354,-8623,-576,35129924,37.99
2019-03-20,195500,500,0.26,116848,9642,-7937,35122416,37.98
2019-03-19,195000,2000,1.04,128959,21967,8257,35126959,37.99
2019-03-18,193000,500,0.26,103794,11966,-5250,35110618,37.97
2019-03-17,193000,500,0.26,103794,11966,-5250,35110618,37.97
2019-03-16,193000,500,0.26,103794,11966,-5250,35110618,37.97
2019-03-15,192500,2500,1.32,366565,105791,-27382,35115868,37.98
2019-03-14,190000,4000,2.15,326938,3297,42653,35130920,37.99
2019-03-13,186000,4000,-2.11,267369,-59281,8640,35080183,37.94
2019-03-12,190000,1500,0.80,135458,-7974,17303,35062707,37.92
2019-03-11,188500,3500,-1.82,204415,-22393,11045,35023408,37.88
2019-03-10,188500,3500,-1.82,204415,-22393,11045,35023408,37.88
2019-03-09,188500,3500,-1.82,204415,-22393,11045,35023408,37.88
2019-03-08,192000,2000,1.05,242937,101717,-14729,35012363,37.87
2019-03-07,190000,2000,-1.04,171274,246,18525,35027092,37.88
2019-03-06,192000,4000,2.13,250363,15206,95829,35019313,37.87
2019-03-05,188000,4500,2.45,236346,75920,-24448,34906004,37.75
2019-03-04,183500,4500,-2.39,300295,32927,-75218,34927766,37.77
2019-03-03,183500,4500,-2.39,300295,32927,-75218,34927766,37.77
2019-03-02,183500,4500,-2.39,300295,32927,-75218,34927766,37.77
2019-03-01,183500,4500,-2.39,300295,32927,-75218,34927766,37.77
2019-02-28,188000,0,0.00,429512,53080,24568,35002984,37.86
2019-02-27,188000,7000,3.87,317598,45034,84587,34978416,37.83
2019-02-26,181000,3000,-1.63,328592,-135177,-8823,34885745,37.73
2019-02-25,184000,0,0.00,160310,-34836,-11915,34894568,37.74
2019-02-24,184000,0,0.00,160310,-34836,-11915,34894568,37.74
2019-02-23,184000,0,0.00,160310,-34836,-11915,34894568,37.74
2019-02-22,184000,4000,-2.13,233086,-54041,-52530,34909143,37.75
2019-02-21,188000,4000,-2.08,205103,-33586,-25086,34939158,37.79
2019-02-20,192000,4000,2.13,274239,68175,-16895,34969434,37.82
2019-02-19,188000,1500,0.80,172750,26073,-11645,34986329,37.84
2019-02-18,186500,4500,2.47,335660,113516,-23161,34982784,37.83
2019-02-17,186500,4500,2.47,335660,113516,-23161,34982784,37.83
2019-02-16,186500,4500,2.47,335660,113516,-23161,34982784,37.83
2019-02-15,182000,1500,-0.82,153251,9912,-19165,35005945,37.86
2019-02-14,183500,500,-0.27,215344,15586,-46380,35020110,37.87
2019-02-13,184000,500,0.27,157610,19994,-39931,35066490,37.92
2019-02-12,183500,2000,-1.08,276980,-61346,21496,35105421,37.97
2019-02-11,185500,2000,1.09,131964,-1089,-894,35083925,37.94
2019-02-10,185500,2000,1.09,131964,-1089,-894,35083925,37.94
2019-02-09,185500,2000,1.09,131964,-1089,-894,35083925,37.94
2019-02-08,183500,2000,-1.08,201255,-40405,11316,35084819,37.94
2019-02-07,185500,500,-0.27,165587,-1380,-19650,35073503,37.93
2019-02-06,185500,500,-0.27,165587,-1380,-19650,35073503,37.93
2019-02-05,185500,500,-0.27,165587,-1380,-19650,35073503,37.93
2019-02-04,185500,500,-0.27,165587,-1380,-19650,35073503,37.93
2019-02-03,185500,500,-0.27,165587,-1380,-19650,35073503,37.93
2019-02-02,185500,500,-0.27,165587,-1380,-19650,35073503,37.93
2019-02-01,186000,2500,-1.33,270225,-29854,16015,35093153,37.95
2019-01-31,188500,3000,1.62,317210,17423,61594,35077138,37.94
2019-01-30,185500,0,0.00,216415,45476,-44687,35012544,37.87
2019-01-29,185500,4500,2.49,272564,34168,21698,35057231,37.91
2019-01-28,181000,4500,-2.43,264395,-80819,-22576,35035533,37.89
2019-01-27,181000,4500,-2.43,264395,-80819,-22576,35035533,37.89
2019-01-26,181000,4500,-2.43,264395,-80819,-22576,35035533,37.89
2019-01-25,185500,6000,3.34,280252,88649,-9519,35058109,37.91
2019-01-24,179500,1000,-0.55,182531,-5738,3144,35067628,37.93
2019-01-23,180500,1000,-0.55,152839,-6614,-11810,35068544,37.93
2019-01-22,181500,0,0.00,144211,2966,-2751,35080354,37.94
2019-01-21,181500,2000,-1.09,215427,47188,-81563,35083105,37.94
2019-01-20,181500,2000,-1.09,215427,47188,-81563,35083105,37.94
2019-01-19,181500,2000,-1.09,215427,47188,-81563,35083105,37.94
2019-01-18,183500,1000,0.55,164845,38299,-48966,35164668,38.03
2019-01-17,182500,4000,2.24,233630,66033,-16917,35213634,38.08
2019-01-16,178500,1500,-0.83,152883,44752,-68409,35229531,38.10
2019-01-15,180000,2000,1.12,163204,39955,-21023,35297907,38.17
2019-01-14,178000,1500,-0.84,154743,9935,-29070,35304780,38.18
2019-01-13,178000,1500,-0.84,154743,9935,-29070,35304780,38.18
2019-01-12,178000,1500,-0.84,154743,9935,-29070,35304780,38.18
2019-01-11,179500,2000,-1.10,155004,-2836,-15854,35331765,38.21
2019-01-10,181500,1500,0.83,228779,-1480,29501,35348559,38.23
2019-01-09,180000,3000,1.69,220399,76751,-62679,35317058,38.19
2019-01-08,177000,3000,1.72,253154,45523,-6982,35379737,38.26
2019-01-07,174000,5000,2.96,415644,122045,-68534,35386719,38.27
2019-01-06,174000,5000,2.96,415644,122045,-68534,35386719,38.27
2019-01-05,174000,5000,2.96,415644,122045,-68534,35386719,38.27
2019-01-04,169000,2500,1.50,307572,62317,-35140,35452253,38.34
2019-01-03,166500,2500,-1.48,278010,-8750,4332,35461493,38.35
2019-01-02,169000,10500,-5.85,475975,-126020,31190,35455853,38.34
2019-01-01,169000,10500,-5.85,475975,-126020,31190,35455853,38.34
2018-12-31,169000,10500,-5.85,475975,-126020,31190,35455853,38.34
2018-12-30,169000,10500,-5.85,475975,-126020,31190,35455853,38.34
2018-12-29,169000,10500,-5.85,475975,-126020,31190,35455853,38.34
2018-12-28,179500,500,0.28,142183,-41030,43954,35424663,38.31
2018-12-27,179000,3000,-1.65,243024,-65339,19570,35380709,38.26
2018-12-26,182000,1000,0.55,244579,80883,-38552,35359369,38.24
2018-12-25,182000,1000,0.55,244579,80883,-38552,35359369,38.24
2018-12-24,181000,1500,-0.82,152501,6974,-24329,35432859,38.32
2018-12-23,181000,1500,-0.82,152501,6974,-24329,35432859,38.32
2018-12-22,181000,1500,-0.82,152501,6974,-24329,35432859,38.32
2018-12-21,182500,2500,1.39,281243,59694,-58073,35471713,38.36
2018-12-20,180000,1500,0.84,200293,14335,-11230,35557112,38.45
2018-12-19,178500,1000,0.56,316339,43219,-53740,35567745,38.47
2018-12-18,177500,5000,-2.74,307902,-39699,-43848,35646832,38.55
2018-12-17,182500,2000,-1.08,160181,-3811,-11922,35700680,38.61
2018-12-16,182500,2000,-1.08,160181,-3811,-11922,35700680,38.61
2018-12-15,182500,2000,-1.08,160181,-3811,-11922,35700680,38.61
2018-12-14,184500,2000,1.10,273755,61078,-51418,35722607,38.63
2018-12-13,182500,2000,-1.08,536264,-207401,137563,35793132,38.71
2018-12-12,184500,3000,1.65,281014,51334,-69128,35665712,38.57
2018-12-11,181500,2500,-1.36,282455,-15193,-7490,35743342,38.66
2018-12-10,184000,3500,-1.87,244315,23273,-74770,35753394,38.67
2018-12-09,184000,3500,-1.87,244315,23273,-74770,35753394,38.67
2018-12-08,184000,3500,-1.87,244315,23273,-74770,35753394,38.67
2018-12-07,187500,4000,-2.09,278842,-51444,-61903,35848241,38.77
2018-12-06,191500,7500,-3.77,343216,-12724,-104708,35919490,38.85
2018-12-05,199000,0,0.00,176067,4372,6858,36037878,38.97
2018-12-04,199000,4500,-2.21,272243,-45193,-32274,36032350,38.97
2018-12-03,203500,7000,3.56,255320,46793,29892,36074596,39.01
2018-12-02,203500,7000,3.56,255320,46793,29892,36074596,39.01
2018-12-01,203500,7000,3.56,255320,46793,29892,36074596,39.01
2018-11-30,196500,0,0.00,304026,14721,-24737,36044704,38.98
2018-11-29,196500,500,0.26,219852,-47220,48403,36071071,39.01
2018-11-28,196000,1000,-0.51,278909,-7690,-30196,36026530,38.96
2018-11-27,197000,0,0.00,225860,12466,-43025,36056726,38.99
2018-11-26,197000,3500,-1.75,257664,-64315,-6501,36105749,39.05
2018-11-25,197000,3500,-1.75,257664,-64315,-6501,36105749,39.05
2018-11-24,197000,3500,-1.75,257664,-64315,-6501,36105749,39.05
2018-11-23,200500,5000,-2.43,123024,-12583,-15738,36122412,39.07
2018-11-22,205500,2000,0.98,110847,17487,-6127,36149880,39.10
2018-11-21,203500,1000,-0.49,171710,30575,-28333,36159787,39.11
2018-11-20,204500,1500,0.74,181207,27084,-17975,36200090,39.15
2018-11-19,203000,6000,3.05,239432,53359,-3590,36231359,39.18
2018-11-18,203000,6000,3.05,239432,53359,-3590,36231359,39.18
2018-11-17,203000,6000,3.05,239432,53359,-3590,36231359,39.18
2018-11-16,197000,1000,0.51,140824,-8350,15999,36243589,39.20
2018-11-15,196000,2500,1.29,226443,40109,-50966,36236230,39.19
2018-11-14,193500,6500,-3.25,282774,15018,-82005,36287469,39.24
2018-11-13,200000,2000,1.01,228875,39864,-26547,36374874,39.34
2018-11-12,198000,2000,-1.00,208024,-4229,-12816,36401421,39.37
2018-11-11,198000,2000,-1.00,208024,-4229,-12816,36401421,39.37
2018-11-10,198000,2000,-1.00,208024,-4229,-12816,36401421,39.37
2018-11-09,200000,3500,-1.72,270628,-42667,12587,36414237,39.38
2018-11-08,203500,500,-0.25,221070,-9702,4219,36401650,39.37
2018-11-07,204000,1500,-0.73,263365,-18132,3867,36397431,39.36
2018-11-06,205500,500,0.24,162903,4699,-12409,36394644,39.36
2018-11-05,205000,2000,-0.97,189088,-36589,26629,36407053,39.37
2018-11-04,205000,2000,-0.97,189088,-36589,26629,36407053,39.37
2018-11-03,205000,2000,-0.97,189088,-36589,26629,36407053,39.37
2018-11-02,207000,4500,2.22,280532,-35766,23424,36380424,39.34
2018-11-01,202500,11000,-5.15,308901,-69017,-50611,36357000,39.32
2018-10-31,213500,5500,2.64,219272,5736,26793,36403282,39.37
2018-10-30,208000,1500,0.73,196470,44885,-37118,36379081,39.34
2018-10-29,206500,1500,0.73,197707,74893,-57709,36416199,39.38
2018-10-28,206500,1500,0.73,197707,74893,-57709,36416199,39.38
2018-10-27,206500,1500,0.73,197707,74893,-57709,36416199,39.38
2018-10-26,205000,5000,-2.38,232360,46962,-60202,36473908,39.45
2018-10-25,210000,3000,1.45,215184,87405,-63491,36534110,39.51
2018-10-24,207000,0,0.00,264189,68476,-55726,36601601,39.58
2018-10-23,207000,7000,-3.27,155140,-7318,-17714,36657435,39.64
2018-10-22,214000,1500,0.71,185809,6190,3928,36675149,39.66
2018-10-21,214000,1500,0.71,185809,6190,3928,36675149,39.66
2018-10-20,214000,1500,0.71,185809,6190,3928,36675149,39.66
2018-10-19,212500,7500,-3.41,404446,46389,-81481,36674193,39.66
2018-10-18,220000,1000,0.46,188730,42768,-45091,36755674,39.75
2018-10-17,219000,5500,2.58,190066,94859,-63295,36800765,39.80
2018-10-16,213500,1500,-0.70,253557,32322,-51107,36864060,39.87
2018-10-15,215000,3500,1.65,212431,32791,-17255,36908463,39.92
2018-10-14,215000,3500,1.65,212431,32791,-17255,36908463,39.92
2018-10-13,215000,3500,1.65,212431,32791,-17255,36908463,39.92
2018-10-12,211500,5500,2.67,235982,41208,-17743,36925718,39.93
2018-10-11,206000,10000,-4.63,280235,27816,-26399,36943461,39.95
2018-10-10,216000,1500,-0.69,176463,18502,-784,36969860,39.98
2018-10-09,216000,1500,-0.69,176463,18502,-784,36969860,39.98
2018-10-08,217500,6500,-2.90,334287,-5636,-25409,36974388,39.99
2018-10-07,217500,6500,-2.90,334287,-5636,-25409,36974388,39.99
2018-10-06,217500,6500,-2.90,334287,-5636,-25409,36974388,39.99
2018-10-05,224000,1000,0.45,195271,35720,-13796,37004571,40.02
2018-10-04,223000,2500,-1.11,248804,-13879,20700,37018367,40.03
2018-10-03,223000,2500,-1.11,248804,-13879,20700,37018367,40.03
2018-10-02,225500,2500,1.12,257255,41839,-440,36997667,40.01
2018-10-01,223000,8000,3.72,456996,97518,38842,36989589,40.00
2018-09-30,223000,8000,3.72,456996,97518,38842,36989589,40.00
2018-09-29,223000,8000,3.72,456996,97518,38842,36989589,40.00
2018-09-28,215000,6500,3.12,446684,62298,76871,36959885,39.97
2018-09-27,208500,8000,3.99,386337,40383,66521,36896103,39.90
2018-09-26,208500,8000,3.99,386337,40383,66521,36896103,39.90
2018-09-25,208500,8000,3.99,386337,40383,66521,36896103,39.90
2018-09-24,208500,8000,3.99,386337,40383,66521,36896103,39.90
2018-09-23,208500,8000,3.99,386337,40383,66521,36896103,39.90
2018-09-22,208500,8000,3.99,386337,40383,66521,36896103,39.90
2018-09-21,200500,2000,1.01,400260,20110,-7654,36840909,39.84
2018-09-20,198500,3000,-1.49,168042,16915,-49178,36852919,39.86
2018-09-19,201500,1000,-0.49,104786,27302,-21440,36900594,39.91
2018-09-18,202500,1500,0.75,159684,14934,-9777,36910425,39.92
2018-09-17,201000,2500,-1.23,139151,-20533,-2907,36947283,39.96
2018-09-16,201000,2500,-1.23,139151,-20533,-2907,36947283,39.96
2018-09-15,201000,2500,-1.23,139151,-20533,-2907,36947283,39.96
2018-09-14,203500,2000,0.99,137555,8272,16675,36912782,39.92
2018-09-13,201500,0,0.00,206792,24113,-26667,36896107,39.90
2018-09-12,201500,1000,-0.49,177501,53529,-48449,36928984,39.94
2018-09-11,202500,3000,1.50,280633,93272,-25293,36977433,39.99
2018-09-10,199500,7000,3.64,407122,133617,15748,37008101,40.02
2018-09-09,199500,7000,3.64,407122,133617,15748,37008101,40.02
2018-09-08,199500,7000,3.64,407122,133617,15748,37008101,40.02
2018-09-07,192500,1500,0.79,97528,42588,-34939,36990753,40.00
2018-09-06,191000,500,-0.26,121498,-4664,-13710,37027856,40.05
2018-09-05,191500,1500,-0.78,123457,13256,-23562,37041566,40.06
2018-09-04,193000,1500,-0.77,118663,5028,-26645,37068717,40.09
2018-09-03,194500,1500,0.78,114208,19886,-5454,37087962,40.11
2018-09-02,194500,1500,0.78,114208,19886,-5454,37087962,40.11
2018-09-01,194500,1500,0.78,114208,19886,-5454,37087962,40.11
2018-08-31,193000,1000,0.52,138491,-13173,-1215,37093416,40.12
2018-08-30,192000,3000,-1.54,140379,-56409,-1013,37096143,40.12
2018-08-29,195000,500,-0.26,87451,2775,-9401,37096156,40.12
2018-08-28,195500,1500,-0.76,176296,11597,-38672,37110633,40.13
2018-08-27,197000,500,-0.25,67234,-7688,-215,37156945,40.18
2018-08-26,197000,500,-0.25,67234,-7688,-215,37156945,40.18
2018-08-25,197000,500,-0.25,67234,-7688,-215,37156945,40.18
2018-08-24,197500,2000,1.02,122310,-9683,17299,37157160,40.18
2018-08-23,195500,1500,0.77,115003,425,-886,37141481,40.17
2018-08-22,194000,3500,-1.77,178910,-75295,14195,37143987,40.17
2018-08-21,197500,2500,-1.25,204715,-9848,-11838,37129792,40.16
2018-08-20,200000,1000,-0.50,130682,17998,-12961,37144006,40.17
2018-08-19,200000,1000,-0.50,130682,17998,-12961,37144006,40.17
2018-08-18,200000,1000,-0.50,130682,17998,-12961,37144006,40.17
2018-08-17,201000,2000,1.01,159058,35503,11802,37156967,40.18
2018-08-16,199000,0,0.00,169704,22402,-3646,37144465,40.17
2018-08-15,199000,0,0.00,169704,22402,-3646,37144465,40.17
2018-08-14,199000,6500,3.38,303268,39154,79636,37147142,40.17
2018-08-13,192500,500,0.26,185716,27618,13587,37073126,40.09
2018-08-12,192500,500,0.26,185716,27618,13587,37073126,40.09
2018-08-11,192500,500,0.26,185716,27618,13587,37073126,40.09
2018-08-10,192000,2500,1.32,226343,30925,35342,37057468,40.08
2018-08-09,189500,1000,0.53,241354,-25211,19547,37031626,40.05
2018-08-08,188500,1000,-0.53,234946,-27533,-29574,37012079,40.03
2018-08-07,189500,1000,-0.52,308894,2335,-28189,37043273,40.06
2018-08-06,190500,1500,0.79,210010,10246,-152,37074462,40.10
2018-08-05,190500,1500,0.79,210010,10246,-152,37074462,40.10
2018-08-04,190500,1500,0.79,210010,10246,-152,37074462,40.10
2018-08-03,189000,2000,-1.05,400119,-7456,-130364,37074794,40.10
2018-08-02,191000,5500,-2.80,181123,-64558,-14490,37207210,40.24
2018-08-01,196500,2000,-1.01,131848,-24302,-1059,37221700,40.25
2018-07-31,198500,5500,-2.70,204133,4777,-51291,37258291,40.29
2018-07-30,204000,5500,2.77,291230,-79817,138765,37309582,40.35
2018-07-29,204000,5500,2.77,291230,-79817,138765,37309582,40.35
2018-07-28,204000,5500,2.77,291230,-79817,138765,37309582,40.35
2018-07-27,198500,3500,-1.73,110889,-30072,14604,37170817,40.20
2018-07-26,202000,6500,3.32,237926,64426,11701,37154729,40.18
2018-07-25,195500,1000,0.51,100689,26156,-22092,37143028,40.17
2018-07-24,194500,2000,-1.02,81577,12724,-22392,37160151,40.19
2018-07-23,196500,3000,1.55,158356,32432,6549,37182543,40.21
2018-07-22,196500,3000,1.55,158356,32432,6549,37182543,40.21
2018-07-21,196500,3000,1.55,158356,32432,6549,37182543,40.21
2018-07-20,193500,1000,-0.51,140646,-17242,5516,37168982,40.20
2018-07-19,194500,3000,1.57,152859,30754,-3314,37162415,40.19
2018-07-18,191500,1500,-0.78,134327,-34991,23498,37165481,40.19
2018-07-17,193000,5500,-2.77,188073,-53268,-21080,37141969,40.17
2018-07-16,198500,6500,3.39,274775,-46775,52642,37161669,40.19
2018-07-15,198500,6500,3.39,274775,-46775,52642,37161669,40.19
2018-07-14,198500,6500,3.39,274775,-46775,52642,37161669,40.19
2018-07-13,192000,1500,0.79,263485,-146844,53018,37105667,40.13
2018-07-12,190500,0,0.00,359739,-136398,16987,37045314,40.06
2018-07-11,190500,1500,-0.78,244531,-82305,-20603,37030443,40.05
2018-07-10,192000,1500,-0.78,243014,-106280,-40023,37057486,40.08
2018-07-09,193500,500,0.26,174824,-54384,-25638,37092529,40.11
2018-07-08,193500,500,0.26,174824,-54384,-25638,37092529,40.11
2018-07-07,193500,500,0.26,174824,-54384,-25638,37092529,40.11
2018-07-06,193000,3500,1.85,286182,-52108,-27816,37122514,40.15
2018-07-05,189500,3000,1.61,296633,-84832,-27668,37157890,40.19
2018-07-04,186500,2000,1.08,222831,-82516,-27811,37183905,40.21
2018-07-03,184500,3500,-1.86,540931,-170191,-28191,37194216,40.22
2018-07-02,188000,14000,-6.93,613068,-305387,-15174,37218756,40.25
2018-07-01,188000,14000,-6.93,613068,-305387,-15174,37218756,40.25
2018-06-30,188000,14000,-6.93,613068,-305387,-15174,37218756,40.25
2018-06-29,202000,500,0.25,246049,-81712,-8345,37227115,40.26
2018-06-28,201500,1000,-0.49,214781,-57120,-51546,37284158,40.32
2018-06-27,202500,4500,-2.17,283036,-85363,-24336,37350284,40.39
2018-06-26,207000,1000,0.49,174569,-12854,-35340,37404673,40.45
2018-06-25,206000,4000,1.98,162979,-26599,3998,37480873,40.53
2018-06-24,206000,4000,1.98,162979,-26599,3998,37480873,40.53
2018-06-23,206000,4000,1.98,162979,-26599,3998,37480873,40.53
2018-06-22,202000,2000,-0.98,223984,-29280,-72896,37484759,40.54
2018-06-21,204000,500,-0.24,192458,-47920,-21041,37519864,40.58
2018-06-20,204500,500,-0.24,281643,-35451,-81500,37540905,40.60
2018-06-19,205000,8500,-3.98,386293,-9145,-194799,37635223,40.70
2018-06-18,213500,1000,-0.47,265418,43825,-99030,37829705,40.91
2018-06-17,213500,1000,-0.47,265418,43825,-99030,37829705,40.91
2018-06-16,213500,1000,-0.47,265418,43825,-99030,37829705,40.91
2018-06-15,214500,1500,0.70,267406,84075,-119655,37929088,41.02
2018-06-14,213000,2000,-0.93,315390,20619,-109918,38052947,41.15
2018-06-13,213000,2000,-0.93,315390,20619,-109918,38052947,41.15
2018-06-12,215000,500,0.23,233371,22445,-80362,38162865,41.27
2018-06-11,214500,4500,2.14,276245,26566,6962,38243085,41.36
2018-06-10,214500,4500,2.14,276245,26566,6962,38243085,41.36
2018-06-09,214500,4500,2.14,276245,26566,6962,38243085,41.36
2018-06-08,210000,2000,0.96,176589,-25236,25520,38241808,41.36
2018-06-07,208000,2000,0.97,243020,-49150,2212,38217411,41.33
2018-06-06,208000,2000,0.97,243020,-49150,2212,38217411,41.33
2018-06-05,206000,1500,-0.72,168517,-44726,-30310,38228425,41.34
2018-06-04,207500,4000,1.97,170486,-39700,13472,38258735,41.38
2018-06-03,207500,4000,1.97,170486,-39700,13472,38258735,41.38
2018-06-02,207500,4000,1.97,170486,-39700,13472,38258735,41.38
2018-06-01,203500,2500,-1.21,170722,-29411,-50653,38245431,41.36
2018-05-31,206000,7000,3.52,495605,46080,13189,38304406,41.43
2018-05-30,199000,5500,-2.69,343842,-61909,-160623,38275519,41.39
2018-05-29,204500,1000,0.49,142268,-34142,-25150,38427416,41.56
2018-05-28,203500,1500,0.74,156980,-39977,-20808,38439830,41.57
2018-05-27,203500,1500,0.74,156980,-39977,-20808,38439830,41.57
2018-05-26,203500,1500,0.74,156980,-39977,-20808,38439830,41.57
2018-05-25,202000,2000,-0.98,181639,-26057,-89178,38455412,41.59
2018-05-24,204000,1000,-0.49,159829,-40625,-47589,38521216,41.66
2018-05-23,205000,2000,-0.97,251734,-38523,-82256,38554646,41.70
2018-05-22,205000,2000,-0.97,251734,-38523,-82256,38554646,41.70
2018-05-21,207000,1000,0.49,168464,2682,-25734,38633391,41.78
2018-05-20,207000,1000,0.49,168464,2682,-25734,38633391,41.78
2018-05-19,207000,1000,0.49,168464,2682,-25734,38633391,41.78
2018-05-18,206000,2000,0.98,220453,-22115,7712,38653016,41.80
2018-05-17,204000,2000,0.99,251340,-47780,28227,38631500,41.78
2018-05-16,202000,2000,-0.98,313458,-58081,-63373,38600766,41.75
2018-05-15,204000,1000,-0.49,311057,-73763,-94321,38655387,41.81
2018-05-14,205000,0,0.00,226540,-68413,-9474,38746673,41.90
2018-05-13,205000,0,0.00,226540,-68413,-9474,38746673,41.90
