Date,Close,Change,Pct_Change,Volume,Org_Volume,Foreign_Volume,Foreign_Count,Foreign_Pct
2020-07-04,135500,3500,2.65,687777,-15682,30684,22453347,24.28
2020-07-03,132000,500,0.38,600270,27457,-8525,22422663,24.25
2020-07-02,131500,2500,1.94,580144,9387,-34278,22431188,24.26
2020-07-01,129000,2000,-1.53,593954,26921,-32139,22465466,24.30
2020-06-30,131000,1000,0.77,891865,26628,18453,22492952,24.33
2020-06-29,130000,6000,-4.41,955726,-75238,-54651,22474499,24.31
2020-06-28,130000,6000,-4.41,955726,-75238,-54651,22474499,24.31
2020-06-27,130000,6000,-4.41,955726,-75238,-54651,22474499,24.31
2020-06-26,136000,2000,1.49,794718,49198,38480,22521428,24.36
2020-06-25,134000,2500,-1.83,1293240,36995,-84023,22485825,24.32
2020-06-24,136500,8500,6.64,1754143,287614,133046,22569848,24.41
2020-06-23,128000,2500,1.99,1055466,109434,-1461,22445259,24.27
2020-06-22,125500,500,-0.40,622731,53301,-1118,22446720,24.28
2020-06-21,125500,500,-0.40,622731,53301,-1118,22446720,24.28
2020-06-20,125500,500,-0.40,622731,53301,-1118,22446720,24.28
2020-06-19,126000,0,0.00,875073,145547,-42793,22445462,24.27
2020-06-18,126000,0,0.00,1119808,123761,-144801,22488255,24.32
2020-06-17,126000,9500,8.15,2417549,290425,133574,22633056,24.48
2020-06-16,116500,10000,9.39,1091035,16754,95816,22496314,24.33
2020-06-15,106500,8500,-7.39,1106675,-183118,-27278,22399533,24.22
2020-06-14,106500,8500,-7.39,1106675,-183118,-27278,22399533,24.22
2020-06-13,106500,8500,-7.39,1106675,-183118,-27278,22399533,24.22
2020-06-12,115000,5500,-4.56,1153794,-132562,25574,22423049,24.25
2020-06-11,120500,4000,-3.21,1020735,-163806,-71752,22391530,24.22
2020-06-10,124500,1000,-0.80,421701,5240,-25363,22463282,24.29
2020-06-09,125500,1000,-0.79,544082,-49702,-15995,22488895,24.32
2020-06-08,126500,0,0.00,692126,-71988,-51327,22504890,24.34
2020-06-07,126500,0,0.00,692126,-71988,-51327,22504890,24.34
2020-06-06,126500,0,0.00,692126,-71988,-51327,22504890,24.34
2020-06-05,126500,1000,0.80,544195,23109,-23613,22556217,24.39
2020-06-04,125500,2000,-1.57,830214,219,-73974,22578697,24.42
2020-06-03,127500,3500,2.82,731734,80657,112513,22715113,24.57
2020-06-02,124000,0,0.00,540554,-19452,-40575,22596600,24.44
2020-06-01,124000,5500,4.64,664521,16352,-29051,22637175,24.48
2020-05-31,124000,5500,4.64,664521,16352,-29051,22637175,24.48
2020-05-30,124000,5500,4.64,664521,16352,-29051,22637175,24.48
2020-05-29,118500,500,0.42,737780,49252,2966,22666226,24.51
2020-05-28,118000,4500,-3.67,1069233,-29558,-77159,22663260,24.51
2020-05-27,122500,1500,1.24,1965007,-23665,-71886,22740419,24.59
2020-05-26,121000,15000,14.15,2739083,384754,5715,22812305,24.67
2020-05-25,106000,2500,2.42,564404,78238,-30993,22831590,24.69
2020-05-24,106000,2500,2.42,564404,78238,-30993,22831590,24.69
2020-05-23,106000,2500,2.42,564404,78238,-30993,22831590,24.69
2020-05-22,103500,3000,-2.82,686662,-74606,-86671,22867183,24.73
2020-05-21,106500,3000,2.90,1120684,47308,-84555,22953854,24.82
2020-05-20,103500,0,0.00,614306,-5754,18148,23037909,24.92
2020-05-19,103500,6700,6.92,1724747,403494,159206,23019161,24.89
2020-05-18,96800,2400,2.54,567019,32052,-68106,22859955,24.72
2020-05-17,96800,2400,2.54,567019,32052,-68106,22859955,24.72
2020-05-16,96800,2400,2.54,567019,32052,-68106,22859955,24.72
2020-05-15,94400,800,0.85,480497,73412,-91943,22928061,24.80
2020-05-14,93600,1900,-1.99,490652,-64970,-62940,23040004,24.92
2020-05-13,95500,100,0.10,608052,4026,-152538,23118907,25.00
2020-05-12,95400,2100,-2.15,642196,-136002,-152095,23266645,25.16
2020-05-11,97500,1100,-1.12,466477,-24434,-44598,23417940,25.33
2020-05-10,97500,1100,-1.12,466477,-24434,-44598,23417940,25.33
2020-05-09,97500,1100,-1.12,466477,-24434,-44598,23417940,25.33
2020-05-08,98600,100,-0.10,448962,-51239,-33465,23462538,25.37
2020-05-07,98700,1300,-1.30,670766,-140088,-132225,23492609,25.41
2020-05-06,100000,3300,3.41,1419621,93141,120963,23509834,25.43
2020-05-05,100000,3300,3.41,1419621,93141,120963,23509834,25.43
2020-05-04,96700,1600,-1.63,831689,-66828,-253787,23388171,25.29
2020-05-03,96700,1600,-1.63,831689,-66828,-253787,23388171,25.29
2020-05-02,96700,1600,-1.63,831689,-66828,-253787,23388171,25.29
2020-05-01,96700,1600,-1.63,831689,-66828,-253787,23388171,25.29
2020-04-30,96700,1600,-1.63,831689,-66828,-253787,23388171,25.29
2020-04-29,98300,1800,1.87,889335,99525,90849,23641958,25.57
2020-04-28,96500,1100,-1.13,655250,-46361,-50740,23540209,25.46
2020-04-27,97600,0,0.00,454652,41539,-59757,23591134,25.51
2020-04-26,97600,0,0.00,454652,41539,-59757,23591134,25.51
2020-04-25,97600,0,0.00,454652,41539,-59757,23591134,25.51
2020-04-24,97600,1800,-1.81,619467,-63676,-119407,23650891,25.58
2020-04-23,99400,3100,3.22,914524,109785,54822,23768898,25.71
2020-04-22,96300,2200,-2.23,751758,-102280,-60747,23714082,25.65
2020-04-21,98500,500,-0.51,975923,41567,-58645,23789166,25.73
2020-04-20,99000,1300,1.33,898140,-51341,-20215,23840093,25.78
2020-04-19,99000,1300,1.33,898140,-51341,-20215,23840093,25.78
2020-04-18,99000,1300,1.33,898140,-51341,-20215,23840093,25.78
2020-04-17,97700,1000,1.03,878699,48360,-199737,23842108,25.78
2020-04-16,96700,500,-0.51,733830,-38302,-92826,24044087,26.00
2020-04-15,96700,500,-0.51,733830,-38302,-92826,24044087,26.00
2020-04-14,97200,900,0.93,682589,43802,-17599,24147381,26.11
2020-04-13,96300,4200,-4.18,778610,-58358,-125954,24156448,26.12
2020-04-12,96300,4200,-4.18,778610,-58358,-125954,24156448,26.12
2020-04-11,96300,4200,-4.18,778610,-58358,-125954,24156448,26.12
2020-04-10,100500,2500,2.55,1300475,-60742,55048,24244330,26.22
2020-04-09,98000,4400,4.70,1180802,-54926,96871,24185509,26.16
2020-04-08,93600,700,-0.74,828451,-46359,-28197,24093249,26.06
2020-04-07,94300,100,-0.11,1161168,-41114,-251809,24121446,26.09
2020-04-06,94400,4700,5.24,1393130,200901,-55161,24363255,26.35
2020-04-05,94400,4700,5.24,1393130,200901,-55161,24363255,26.35
2020-04-04,94400,4700,5.24,1393130,200901,-55161,24363255,26.35
2020-04-03,89700,700,-0.77,1788505,-112981,-166159,24390002,26.38
2020-04-02,90400,7900,9.58,2074973,140742,-125704,24554281,26.56
2020-04-01,82500,4500,-5.17,835614,-100690,-190091,24665834,26.68
2020-03-31,87000,900,1.05,1027447,-90946,-63236,24958925,26.99
2020-03-30,86100,1600,-1.82,1151182,-48677,-121618,24955372,26.99
2020-03-29,86100,1600,-1.82,1151182,-48677,-121618,24955372,26.99
2020-03-28,86100,1600,-1.82,1151182,-48677,-121618,24955372,26.99
2020-03-27,87700,2700,3.18,1746990,-30399,67135,25007383,27.05
2020-03-26,85000,5000,-5.56,3277516,-131478,-432872,24794486,26.81
2020-03-25,90000,18000,25.00,2877009,-224379,311914,25202947,27.26
2020-03-24,72000,11700,19.40,1571585,23020,-155618,24917939,26.95
2020-03-23,60300,4500,-6.94,1162459,-58618,-291529,25122242,27.17
2020-03-22,60300,4500,-6.94,1162459,-58618,-291529,25122242,27.17
2020-03-21,60300,4500,-6.94,1162459,-58618,-291529,25122242,27.17
2020-03-20,64800,7500,13.09,1719407,57252,-432830,25371827,27.44
2020-03-19,57300,13600,-19.18,2188651,-27471,-663812,25850365,27.96
2020-03-18,70900,7000,-8.99,919817,-143246,-185625,26495391,28.65
2020-03-17,77900,2300,-2.87,1006085,-8533,-143735,26655016,28.83
2020-03-16,80200,6300,-7.28,1113686,-78693,-341635,26793078,28.98
2020-03-15,80200,6300,-7.28,1113686,-78693,-341635,26793078,28.98
2020-03-14,80200,6300,-7.28,1113686,-78693,-341635,26793078,28.98
2020-03-13,86500,5900,-6.39,1232107,87914,-267662,27035471,29.24
2020-03-12,92400,5600,-5.71,1006172,28064,-147274,27300133,29.52
2020-03-11,98000,2500,-2.49,791383,-16855,-153701,27447407,29.68
2020-03-10,100500,1400,1.41,1154291,86204,-322077,27602708,29.85
2020-03-09,99100,8900,-8.24,1440983,-98236,-206570,27910889,30.19
2020-03-08,99100,8900,-8.24,1440983,-98236,-206570,27910889,30.19
2020-03-07,99100,8900,-8.24,1440983,-98236,-206570,27910889,30.19
2020-03-06,108000,5000,-4.42,827288,-208791,-6123,28115459,30.41
2020-03-05,113000,2000,-1.74,799821,-49855,-191503,28249439,30.55
2020-03-04,115000,500,0.44,555120,-68917,-94565,28410492,30.73
2020-03-03,114500,500,0.44,625052,-33327,-186953,28622635,30.95
2020-03-02,114000,1000,0.88,609843,-14477,-198949,28815166,31.16
2020-03-01,114000,1000,0.88,609843,-14477,-198949,28815166,31.16
2020-02-29,114000,1000,0.88,609843,-14477,-198949,28815166,31.16
2020-02-28,113000,3500,-3.00,771944,-26715,-50066,29017116,31.38
2020-02-27,116500,3500,-2.92,675134,17318,-188154,29085137,31.46
2020-02-26,120000,2500,-2.04,787056,3688,-221397,29273091,31.66
2020-02-25,122500,1000,-0.81,647578,-24590,-212818,29499684,31.90
2020-02-24,123500,7000,-5.36,531391,16466,-172171,29701434,32.12
2020-02-23,123500,7000,-5.36,531391,16466,-172171,29701434,32.12
2020-02-22,123500,7000,-5.36,531391,16466,-172171,29701434,32.12
2020-02-21,130500,2500,-1.88,428746,-73846,-7721,29867323,32.30
2020-02-20,133000,2000,-1.48,437224,-92802,-24453,29871640,32.31
2020-02-19,135000,1500,-1.10,432028,-47295,-59000,29930175,32.37
2020-02-18,136500,0,0.00,524500,-69847,3325,30039152,32.49
2020-02-17,136500,1000,-0.73,1037542,-89980,122908,30036115,32.48
2020-02-16,136500,1000,-0.73,1037542,-89980,122908,30036115,32.48
2020-02-15,136500,1000,-0.73,1037542,-89980,122908,30036115,32.48
2020-02-14,137500,1000,-0.72,373925,-43677,-46980,29905375,32.34
2020-02-13,138500,2000,-1.42,535292,-18736,-90487,29947523,32.39
2020-02-12,140500,0,0.00,543484,-7359,-94789,30026010,32.47
2020-02-11,140500,4000,2.93,831853,165869,-130126,30040058,32.49
2020-02-10,136500,3000,2.25,475102,31814,-59589,30178650,32.64
2020-02-09,136500,3000,2.25,475102,31814,-59589,30178650,32.64
2020-02-08,136500,3000,2.25,475102,31814,-59589,30178650,32.64
2020-02-07,133500,2500,-1.84,469148,-32151,-89543,30238239,32.70
2020-02-06,136000,2000,1.49,715116,58596,-110572,30307782,32.78
2020-02-05,134000,6000,4.69,1477432,155654,-144063,30380054,32.86
2020-02-04,128000,4500,3.64,984815,33680,-46542,30512493,33.00
2020-02-03,123500,6500,-5.00,784715,-30577,-245666,30558565,33.05
2020-02-02,123500,6500,-5.00,784715,-30577,-245666,30558565,33.05
2020-02-01,123500,6500,-5.00,784715,-30577,-245666,30558565,33.05
2020-01-31,130000,5000,4.00,1239192,93892,-76318,30804231,33.31
2020-01-30,125000,0,0.00,401074,44463,-62850,30880549,33.40
2020-01-29,125000,0,0.00,481939,8276,-67396,30943499,33.46
2020-01-28,125000,5000,-3.85,646320,-115817,38952,30963965,33.49
2020-01-27,125000,5000,-3.85,646320,-115817,38952,30963965,33.49
2020-01-26,125000,5000,-3.85,646320,-115817,38952,30963965,33.49
2020-01-25,125000,5000,-3.85,646320,-115817,38952,30963965,33.49
2020-01-24,125000,5000,-3.85,646320,-115817,38952,30963965,33.49
2020-01-23,130000,4500,-3.35,487400,-107684,-84158,30918101,33.44
2020-01-22,134500,0,0.00,171566,-20382,-15753,30964155,33.49
2020-01-21,134500,1000,-0.74,301217,48525,-109770,30972996,33.50
2020-01-20,135500,2000,1.50,336029,31405,-49072,31055422,33.59
2020-01-19,135500,2000,1.50,336029,31405,-49072,31055422,33.59
2020-01-18,135500,2000,1.50,336029,31405,-49072,31055422,33.59
2020-01-17,133500,500,0.38,712244,-13218,-47887,31002587,33.53
2020-01-16,133000,4000,-2.92,768253,-117732,-139885,31034730,33.56
2020-01-15,137000,2500,-1.79,390034,-53344,-139500,31167008,33.71
2020-01-14,139500,1500,1.09,407292,-18381,-64218,31318336,33.87
2020-01-13,138000,0,0.00,316600,-69681,-36946,31384054,33.94
2020-01-12,138000,0,0.00,316600,-69681,-36946,31384054,33.94
2020-01-11,138000,0,0.00,316600,-69681,-36946,31384054,33.94
2020-01-10,138000,500,0.36,421153,-75318,-56387,31412936,33.97
2020-01-09,137500,500,0.36,642625,-58736,-99030,31457532,34.02
2020-01-08,137000,7500,-5.19,703267,-98411,-145175,31556967,34.13
2020-01-07,144500,3500,-2.36,324559,-51655,-71980,31688622,34.27
2020-01-06,148000,1500,-1.00,317436,-1038,-33900,31761602,34.35
2020-01-05,148000,1500,-1.00,317436,-1038,-33900,31761602,34.35
2020-01-04,148000,1500,-1.00,317436,-1038,-33900,31761602,34.35
2020-01-03,149500,3000,2.05,274987,-12113,13453,31772416,34.36
2020-01-02,146500,3500,-2.33,217016,-49961,-31677,31741963,34.33
2020-01-01,146500,3500,-2.33,217016,-49961,-31677,31741963,34.33
2019-12-31,146500,3500,-2.33,217016,-49961,-31677,31741963,34.33
2019-12-30,150000,1000,-0.66,156222,1035,-14622,31772332,34.36
2019-12-29,150000,1000,-0.66,156222,1035,-14622,31772332,34.36
2019-12-28,150000,1000,-0.66,156222,1035,-14622,31772332,34.36
2019-12-27,151000,4000,-2.58,232178,-37687,-30553,31786954,34.38
2019-12-26,155000,1000,0.65,243416,2086,-20845,31865864,34.46
2019-12-25,155000,1000,0.65,243416,2086,-20845,31865864,34.46
2019-12-24,154000,500,0.33,248367,19665,19493,31922321,34.52
2019-12-23,153500,0,0.00,256464,-2438,-18925,31949381,34.55
2019-12-22,153500,0,0.00,256464,-2438,-18925,31949381,34.55
2019-12-21,153500,0,0.00,256464,-2438,-18925,31949381,34.55
2019-12-20,153500,1500,0.99,357667,9853,4828,31988540,34.60
2019-12-19,152000,2500,1.67,231618,32090,47031,32096491,34.71
2019-12-18,149500,500,0.34,317487,-48248,42907,32071132,34.68
2019-12-17,149000,1000,0.68,221518,15260,-7424,32039697,34.65
2019-12-16,148000,500,-0.34,279018,36916,-52617,32101171,34.72
2019-12-15,148000,500,-0.34,279018,36916,-52617,32101171,34.72
2019-12-14,148000,500,-0.34,279018,36916,-52617,32101171,34.72
2019-12-13,148500,1000,0.68,312926,62292,-68939,32169344,34.79
2019-12-12,147500,1500,1.03,639388,21521,-3201,32244383,34.87
2019-12-11,146000,500,0.34,282151,19174,-32614,32264720,34.89
2019-12-10,145500,0,0.00,147285,15785,-56119,32312290,34.95
2019-12-09,145500,4000,2.83,319733,57920,-19861,32385388,35.02
2019-12-08,145500,4000,2.83,319733,57920,-19861,32385388,35.02
2019-12-07,145500,4000,2.83,319733,57920,-19861,32385388,35.02
2019-12-06,141500,500,-0.35,171097,12223,-32561,32425123,35.07
2019-12-05,142000,2000,-1.39,395609,-17089,-43362,32501629,35.15
2019-12-04,144000,2500,-1.71,298904,224,-28651,32555465,35.21
2019-12-03,146500,1000,-0.68,222422,4639,-20191,32596190,35.25
2019-12-02,147500,1000,0.68,264608,5508,-30142,32623641,35.28
2019-12-01,147500,1000,0.68,264608,5508,-30142,32623641,35.28
2019-11-30,147500,1000,0.68,264608,5508,-30142,32623641,35.28
2019-11-29,146500,1000,-0.68,309935,-17281,10578,32629673,35.29
2019-11-28,147500,2500,-1.67,244653,-71349,-19828,32625611,35.28
2019-11-27,150000,500,0.33,224938,-2048,-26685,32652151,35.31
2019-11-26,149500,1000,-0.66,379389,-7737,-67875,32675136,35.34
2019-11-25,150500,1500,-0.99,366745,118,-102482,32738985,35.41
2019-11-24,150500,1500,-0.99,366745,118,-102482,32738985,35.41
2019-11-23,150500,1500,-0.99,366745,118,-102482,32738985,35.41
2019-11-22,152000,2500,-1.62,297002,-3880,-120645,32843467,35.52
2019-11-21,154500,500,-0.32,183714,13454,-43445,32968816,35.66
2019-11-20,155000,3500,-2.21,222550,-55053,-67262,33008235,35.70
2019-11-19,158500,1500,-0.94,280790,-61384,-50090,33075497,35.77
2019-11-18,160000,500,0.31,119319,-16418,-5968,33121671,35.82
2019-11-17,160000,500,0.31,119319,-16418,-5968,33121671,35.82
2019-11-16,160000,500,0.31,119319,-16418,-5968,33121671,35.82
2019-11-15,159500,500,0.31,134825,29830,-14751,33127239,35.83
2019-11-14,159000,2000,1.27,166515,41812,-26846,33142427,35.84
2019-11-13,157000,3500,-2.18,244531,-35305,-93646,33174773,35.88
2019-11-12,160500,500,-0.31,138025,-27056,-27776,33268219,35.98
2019-11-11,161000,1000,-0.62,137709,35731,-37604,33295795,36.01
2019-11-10,161000,1000,-0.62,137709,35731,-37604,33295795,36.01
2019-11-09,161000,1000,-0.62,137709,35731,-37604,33295795,36.01
2019-11-08,162000,2000,1.25,192665,-2357,25038,33334099,36.05
2019-11-07,160000,500,0.31,136468,-9845,-9121,33320045,36.04
2019-11-06,159500,1500,-0.93,188805,-39237,-28874,33327866,36.04
2019-11-05,161000,500,0.31,167674,-29148,6800,33367666,36.09
2019-11-04,160500,0,0.00,187604,53188,-43830,33360566,36.08
2019-11-03,160500,0,0.00,187604,53188,-43830,33360566,36.08
2019-11-02,160500,0,0.00,187604,53188,-43830,33360566,36.08
2019-11-01,160500,500,0.31,222067,-13694,-17382,33403496,36.13
2019-10-31,160000,1000,0.63,287520,-36029,-12481,33434478,36.16
2019-10-30,159000,3500,-2.15,156756,-30678,-33894,33445491,36.17
2019-10-29,162500,1500,0.93,123260,-383,6845,33511965,36.24
2019-10-28,161000,1000,-0.62,98771,-9393,418,33505120,36.24
2019-10-27,161000,1000,-0.62,98771,-9393,418,33505120,36.24
2019-10-26,161000,1000,-0.62,98771,-9393,418,33505120,36.24
2019-10-25,162000,1500,-0.92,133143,974,-16844,33489602,36.22
2019-10-24,163500,4000,2.51,185498,-14779,67152,33506446,36.24
2019-10-23,159500,4000,-2.45,254719,-76637,-35403,33444063,36.17
2019-10-22,163500,3000,1.87,157256,10378,-856,33483675,36.21
2019-10-21,160500,2500,-1.53,120209,-10603,-38625,33504630,36.23
2019-10-20,160500,2500,-1.53,120209,-10603,-38625,33504630,36.23
2019-10-19,160500,2500,-1.53,120209,-10603,-38625,33504630,36.23
2019-10-18,163000,500,0.31,220674,-29548,22091,33543465,36.28
2019-10-17,162500,500,0.31,184301,-7370,7064,33548674,36.28
2019-10-16,162000,2000,-1.22,219080,-29792,-57108,33540210,36.27
2019-10-15,164000,5000,-2.96,230032,-35400,-63158,33597318,36.33
2019-10-14,169000,1500,0.90,129936,33082,-9123,33630476,36.37
2019-10-13,169000,1500,0.90,129936,33082,-9123,33630476,36.37
2019-10-12,169000,1500,0.90,129936,33082,-9123,33630476,36.37
2019-10-11,167500,4500,2.76,208683,32966,43487,33643923,36.39
2019-10-10,163000,5000,-2.98,294245,-43722,-19672,33600436,36.34
2019-10-09,163000,5000,-2.98,294245,-43722,-19672,33600436,36.34
2019-10-08,168000,3000,1.82,178743,56818,-11686,33621918,36.36
2019-10-07,165000,1000,0.61,134259,11694,-2539,33633604,36.37
2019-10-06,165000,1000,0.61,134259,11694,-2539,33633604,36.37
2019-10-05,165000,1000,0.61,134259,11694,-2539,33633604,36.37
2019-10-04,164000,1500,0.92,123549,5871,20087,33636143,36.38
2019-10-03,164000,1500,0.92,123549,5871,20087,33636143,36.38
2019-10-02,162500,3000,-1.81,126155,-10609,-5651,33616056,36.36
2019-10-01,165500,500,-0.30,186021,-10205,-3387,33621707,36.36
2019-09-30,166000,2000,1.22,191316,-20888,25852,33625094,36.36
2019-09-29,166000,2000,1.22,191316,-20888,25852,33625094,36.36
2019-09-28,166000,2000,1.22,191316,-20888,25852,33625094,36.36
2019-09-27,164000,2500,-1.50,144471,-55000,28193,33594542,36.33
2019-09-26,166500,1500,-0.89,194921,-80077,36032,33615445,36.35
2019-09-25,168000,1500,-0.88,164220,-15844,14425,33590921,36.33
2019-09-24,169500,0,0.00,93282,25241,-28277,33576496,36.31
2019-09-23,169500,1000,0.59,126103,-5369,11987,33607687,36.35
2019-09-22,169500,1000,0.59,126103,-5369,11987,33607687,36.35
2019-09-21,169500,1000,0.59,126103,-5369,11987,33607687,36.35
2019-09-20,168500,500,-0.30,183966,-17101,-2350,33554648,36.29
2019-09-19,169000,500,-0.29,130936,-16312,1897,33556998,36.29
2019-09-18,169500,2000,-1.17,177176,2196,-3758,33560101,36.29
2019-09-17,171500,1500,-0.87,177686,11,-12897,33563859,36.30
2019-09-16,173000,4500,2.67,440689,43744,-35607,33564776,36.30
2019-09-15,173000,4500,2.67,440689,43744,-35607,33564776,36.30
2019-09-14,173000,4500,2.67,440689,43744,-35607,33564776,36.30
2019-09-13,173000,4500,2.67,440689,43744,-35607,33564776,36.30
2019-09-12,173000,4500,2.67,440689,43744,-35607,33564776,36.30
2019-09-11,168500,2000,1.20,269315,55591,-24169,33601383,36.34
2019-09-10,166500,1000,0.60,136450,26565,-3047,33627088,36.37
2019-09-09,165500,1000,0.61,144318,16942,-26,33636347,36.38
2019-09-08,165500,1000,0.61,144318,16942,-26,33636347,36.38
2019-09-07,165500,1000,0.61,144318,16942,-26,33636347,36.38
2019-09-06,164500,500,0.30,143121,15808,-22964,33633573,36.37
2019-09-05,164000,2500,1.55,226660,38710,-34797,33656537,36.40
2019-09-04,161500,1000,-0.62,189246,24294,-73496,33701879,36.45
2019-09-03,162500,3000,-1.81,155159,23087,-51425,33784400,36.54
2019-09-02,165500,500,0.30,125921,20891,-25100,33837522,36.59
2019-09-01,165500,500,0.30,125921,20891,-25100,33837522,36.59
2019-08-31,165500,500,0.30,125921,20891,-25100,33837522,36.59
2019-08-30,165000,9000,5.77,355730,46711,112739,33852200,36.61
2019-08-29,156000,500,-0.32,213960,-3029,-26568,33762133,36.51
2019-08-28,156500,500,0.32,162949,-10085,-18829,33788185,36.54
2019-08-27,156000,3000,-1.89,252680,12515,-57794,33820123,36.58
2019-08-26,159000,2500,-1.55,108358,1026,4476,33876301,36.64
2019-08-25,159000,2500,-1.55,108358,1026,4476,33876301,36.64
2019-08-24,159000,2500,-1.55,108358,1026,4476,33876301,36.64
2019-08-23,161500,3000,-1.82,114408,-4454,-7858,33890625,36.65
2019-08-22,164500,500,0.30,135800,21700,-12720,33902088,36.66
2019-08-21,164000,1500,0.92,212521,58242,-16306,33914808,36.68
2019-08-20,162500,2500,1.56,203741,2366,29473,33931170,36.70
2019-08-19,160000,2000,1.27,190419,22373,-1383,33915697,36.68
2019-08-18,160000,2000,1.27,190419,22373,-1383,33915697,36.68
2019-08-17,160000,2000,1.27,190419,22373,-1383,33915697,36.68
2019-08-16,158000,0,0.00,193779,-2489,12165,33917080,36.68
2019-08-15,158000,0,0.00,193779,-2489,12165,33917080,36.68
2019-08-14,158000,6000,3.95,305082,-13095,68577,33909915,36.67
2019-08-13,152000,6000,-3.80,301636,-51262,-42128,33813610,36.57
2019-08-12,158000,1500,-0.94,160489,-13572,-36422,33854738,36.61
2019-08-11,158000,1500,-0.94,160489,-13572,-36422,33854738,36.61
2019-08-10,158000,1500,-0.94,160489,-13572,-36422,33854738,36.61
2019-08-09,159500,500,0.31,154222,-22935,-14585,33881721,36.64
2019-08-08,159000,4000,-2.45,287387,-15854,-51513,33869948,36.63
2019-08-07,163000,500,-0.31,148233,-12249,3960,33916461,36.68
2019-08-06,163500,2000,-1.21,272611,44780,-26211,33912201,36.68
2019-08-05,165500,3000,-1.78,196157,48450,-37284,33938412,36.70
2019-08-04,165500,3000,-1.78,196157,48450,-37284,33938412,36.70
2019-08-03,165500,3000,-1.78,196157,48450,-37284,33938412,36.70
2019-08-02,168500,3000,-1.75,247620,21750,-39561,33975805,36.74
2019-08-01,171500,500,0.29,123262,4452,14598,34015366,36.79
2019-07-31,171000,500,0.29,218471,13675,-6660,34041577,36.82
2019-07-30,170500,1500,0.89,171279,-31347,29591,34047837,36.82
2019-07-29,169000,4000,-2.31,282759,-6008,15004,34018246,36.79
2019-07-28,169000,4000,-2.31,282759,-6008,15004,34018246,36.79
2019-07-27,169000,4000,-2.31,282759,-6008,15004,34018246,36.79
2019-07-26,173000,1000,0.58,157044,10239,-16560,33962433,36.73
2019-07-25,172000,4500,-2.55,179469,-787,-13589,33978993,36.75
2019-07-24,176500,500,-0.28,171633,6511,8497,34010232,36.78
2019-07-23,177000,3500,2.02,255961,83813,-16305,34001736,36.77
2019-07-22,173500,3500,2.06,202239,58729,-17211,34017941,36.79
2019-07-21,173500,3500,2.06,202239,58729,-17211,34017941,36.79
2019-07-20,173500,3500,2.06,202239,58729,-17211,34017941,36.79
2019-07-19,170000,1000,0.59,161228,20846,-7712,34034852,36.81
2019-07-18,169000,3000,-1.74,168438,-10936,-39817,34050844,36.83
2019-07-17,172000,500,0.29,197939,-10591,6767,34090561,36.87
2019-07-16,171500,1000,-0.58,157528,1760,-7720,34103193,36.88
2019-07-15,172500,2500,-1.43,171995,27222,-26739,34110913,36.89
2019-07-14,172500,2500,-1.43,171995,27222,-26739,34110913,36.89
2019-07-13,172500,2500,-1.43,171995,27222,-26739,34110913,36.89
2019-07-12,175000,2500,1.45,424485,132054,-18496,34137452,36.92
2019-07-11,172500,7000,4.23,384074,88704,-16208,34155948,36.94
2019-07-10,165500,1000,-0.60,175839,4369,-25642,34170156,36.95
2019-07-09,166500,3000,-1.77,165049,39459,-42039,34195798,36.98
2019-07-08,169500,3000,-1.74,163378,20015,-8670,34233994,37.02
2019-07-07,169500,3000,-1.74,163378,20015,-8670,34233994,37.02
2019-07-06,169500,3000,-1.74,163378,20015,-8670,34233994,37.02
2019-07-05,172500,1000,0.58,204655,110098,-57282,34242664,37.03
2019-07-04,171500,9500,5.86,520983,231119,25112,34299946,37.09
2019-07-03,162000,3000,-1.82,214187,81401,-88034,34274834,37.07
2019-07-02,165000,3500,2.17,358513,153677,-45733,34362868,37.16
2019-07-01,161500,2500,1.57,157429,45933,-14167,34408601,37.21
2019-06-30,161500,2500,1.57,157429,45933,-14167,34408601,37.21
2019-06-29,161500,2500,1.57,157429,45933,-14167,34408601,37.21
2019-06-28,159000,1500,-0.93,133768,-741,-6052,34436768,37.24
2019-06-27,160500,0,0.00,179252,27923,-12916,34442820,37.25
2019-06-26,160500,500,0.31,122976,2170,-14765,34499502,37.31
2019-06-25,160000,500,-0.31,181701,-3506,-28020,34505573,37.32
2019-06-24,160500,500,-0.31,118181,2902,-31685,34510277,37.32
2019-06-23,160500,500,-0.31,118181,2902,-31685,34510277,37.32
2019-06-22,160500,500,-0.31,118181,2902,-31685,34510277,37.32
2019-06-21,161000,0,0.00,186484,9974,-35331,34541853,37.36
2019-06-20,161000,1500,0.94,123558,25925,-9933,34577184,37.39
2019-06-19,159500,500,0.31,204093,-9158,-33758,34587117,37.41
2019-06-18,159000,1500,0.95,153873,8149,8857,34630875,37.45
2019-06-17,157500,2000,-1.25,170591,-30204,-23607,34622018,37.44
2019-06-16,157500,2000,-1.25,170591,-30204,-23607,34622018,37.44
2019-06-15,157500,2000,-1.25,170591,-30204,-23607,34622018,37.44
2019-06-14,159500,2000,-1.24,188170,-29394,-49816,34645625,37.47
2019-06-13,161500,0,0.00,283530,-37367,-47797,34695441,37.52
2019-06-12,161500,1500,-0.92,162079,-2794,-48177,34742788,37.57
2019-06-11,163000,500,0.31,189427,-8641,-33466,34790965,37.63
2019-06-10,162500,2000,1.25,236212,-6698,17422,34824431,37.66
